index,latitud,longitud,provincia,edad,sexo,motivo_desaparicion,motivo_desaparicion_obs,fecha_desaparicion,situacion_actual,fecha_localizacion,year,month,day,days_gone,age_group,parishId,cantonId,provinceId
133,-2.31421989,-79.29798491,GUAYAS,28,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-13,ENCONTRADO,2023-08-18,2023,3,13,158,18-35,090950,0909,09
134,-1.87445,-80.08497,GUAYAS,27,HOMBRE,FALLECIDO,NO DETERMINADA,2023-03-10,FALLECIDO,2023-03-15,2023,3,10,5,18-35,092450,0924,09
135,-0.1806532,-78.4678382,PICHINCHA,16,HOMBRE,EXTRAVIADA,PERSONA EXTRAVIADA,2023-06-19,ENCONTRADO,2023-06-20,2023,6,19,1,13-17,170150,1701,17
136,-0.20174234,-78.49259562,PICHINCHA,24,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-07-22,ENCONTRADO,2023-07-25,2023,7,22,3,18-35,170150,1701,17
137,-2.1690192,-79.8058407,GUAYAS,25,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-05,ENCONTRADO,2023-05-02,2023,4,5,27,18-35,090750,0907,09
138,-0.2803692,-78.5412403,PICHINCHA,34,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-02,ENCONTRADO,2023-03-30,2023,2,2,56,18-35,170150,1701,17
139,-0.3069491,-78.5018999,PICHINCHA,44,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-15,ENCONTRADO,2023-06-17,2023,6,15,2,36-64,170156,1701,17
140,-0.1407541,-78.4794568,PICHINCHA,17,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-25,ENCONTRADO,2023-03-15,2023,2,25,18,13-17,170150,1701,17
141,-3.47024269,-79.90476608,EL ORO,23,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-07,ENCONTRADO,2023-05-10,2023,3,7,64,18-35,071250,0712,07
142,-2.17656828,-79.88650423,GUAYAS,22,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-06-17,ENCONTRADO,2023-07-18,2023,6,17,31,18-35,090150,0901,09
143,0.09709113,-76.88137084,SUCUMBIOS,33,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-12,ENCONTRADO,2023-09-15,2023,9,12,3,18-35,210150,2101,21
144,-2.1421389,-79.59145211,GUAYAS,25,HOMBRE,FALLECIDO,ACCIDENTAL,2023-04-28,FALLECIDO,2023-05-01,2023,4,28,3,18-35,091050,0910,09
145,-3.25800621,-79.93016302,EL ORO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-21,ENCONTRADO,2023-06-21,2023,6,21,0,13-17,070150,0701,07
146,-2.12322483,-79.92137487,GUAYAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-04,ENCONTRADO,2023-07-25,2023,7,4,21,13-17,090150,0901,09
147,0.36012314,-78.09260654,IMBABURA,1,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-04,ENCONTRADO,2023-04-04,2023,4,4,0,12 o menos,100150,1001,10
148,-3.2418468,-79.9545217,EL ORO,41,MUJER,SIN_DATO,SIN_DATO,2023-07-09,DESAPARECIDO,NA,2023,7,9,NA,36-64,070150,0701,07
149,0.80455043,-77.72784233,CARCHI,26,HOMBRE,FALLECIDO,NO DETERMINADA,2023-05-14,FALLECIDO,2023-08-08,2023,5,14,86,18-35,040150,0401,04
150,-3.2418468,-79.9545217,EL ORO,17,HOMBRE,SIN_DATO,SIN_DATO,2023-07-09,DESAPARECIDO,NA,2023,7,9,NA,13-17,070150,0701,07
151,0.34548863,-78.12106301,IMBABURA,16,HOMBRE,SIN_DATO,SIN_DATO,2023-04-01,DESAPARECIDO,NA,2023,4,1,NA,13-17,100150,1001,10
152,-0.93978253,-80.72603341,MANABI,47,HOMBRE,SIN_DATO,SIN_DATO,2023-07-06,DESAPARECIDO,NA,2023,7,6,NA,36-64,NaN,NaN,NaN
153,-2.2162051,-79.902128,GUAYAS,71,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-07-02,ENCONTRADO,2023-07-21,2023,7,2,19,65 o mas,090150,0901,09
154,-3.25881966,-79.9593231,EL ORO,20,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-30,ENCONTRADO,2023-07-11,2023,4,30,72,18-35,070150,0701,07
155,-0.1114513,-78.432246,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-03,ENCONTRADO,2023-04-07,2023,4,3,4,13-17,170155,1701,17
156,-0.2590715,-78.5291706,PICHINCHA,13,MUJER,SIN_DATO,SIN_DATO,2023-05-21,DESAPARECIDO,NA,2023,5,21,NA,13-17,170150,1701,17
157,-2.2132029,-79.9301877,GUAYAS,31,MUJER,SIN_DATO,SIN_DATO,2023-07-23,DESAPARECIDO,NA,2023,7,23,NA,18-35,090150,0901,09
158,-2.979583,-79.6848909,AZUAY,20,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-11,ENCONTRADO,2023-05-30,2023,1,11,139,18-35,011550,0115,01
159,-0.2331962,-78.5323021,PICHINCHA,1,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-17,ENCONTRADO,2023-05-05,2023,4,17,18,12 o menos,170150,1701,17
160,-1.7596823,-80.7699552,SANTA ELENA,81,MUJER,SIN_DATO,SIN_DATO,2023-04-23,DESAPARECIDO,NA,2023,4,23,NA,65 o mas,240154,2401,24
161,-1.2543408,-78.6228504,TUNGURAHUA,34,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-08-30,ENCONTRADO,2023-09-04,2023,8,30,5,18-35,180150,1801,18
162,-0.93407611,-78.61441012,COTOPAXI,12,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-10,ENCONTRADO,2023-05-16,2023,5,10,6,12 o menos,050150,0501,05
163,-0.9676405,-80.6771487,MANABI,30,HOMBRE,SIN_DATO,SIN_DATO,2023-05-18,DESAPARECIDO,NA,2023,5,18,NA,18-35,130850,1308,13
164,-2.194363,-79.9023082,GUAYAS,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-14,ENCONTRADO,2023-05-16,2023,5,14,2,13-17,090150,0901,09
165,0.82232453,-77.70438416,CARCHI,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-17,ENCONTRADO,2023-05-03,2023,4,17,16,13-17,040150,0401,04
166,-2.242985,-79.9189204,GUAYAS,22,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-17,ENCONTRADO,2023-04-06,2023,1,17,79,18-35,090150,0901,09
167,0.0045685,-78.4467745,PICHINCHA,14,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-18,ENCONTRADO,2023-04-06,2023,2,18,47,13-17,170180,1701,17
168,-2.14728668,-79.88481739,GUAYAS,26,HOMBRE,PROBLEMAS SOCIALES,MIGRACION,2023-03-10,ENCONTRADO,2023-05-10,2023,3,10,61,18-35,090150,0901,09
169,-2.14728668,-79.88481739,GUAYAS,25,MUJER,PROBLEMAS SOCIALES,MIGRACION,2023-03-10,ENCONTRADO,2023-05-10,2023,3,10,61,18-35,090150,0901,09
170,-2.14728668,-79.88481739,GUAYAS,6,MUJER,PROBLEMAS SOCIALES,MIGRACION,2023-03-10,ENCONTRADO,2023-05-10,2023,3,10,61,12 o menos,090150,0901,09
171,-0.2582261,-78.5260302,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-21,ENCONTRADO,2023-05-04,2023,4,21,13,13-17,170150,1701,17
172,-0.10138997,-78.46988352,PICHINCHA,39,MUJER,SIN_DATO,SIN_DATO,2023-04-20,DESAPARECIDO,NA,2023,4,20,NA,36-64,170150,1701,17
173,-0.155602,-78.3728456,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-11,ENCONTRADO,2023-05-02,2023,4,11,21,13-17,170179,1701,17
174,-2.1836851,-79.5146441,GUAYAS,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-04,ENCONTRADO,2023-05-18,2023,5,4,14,13-17,091054,0910,09
175,-2.1287968,-79.6039683,GUAYAS,18,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-04,ENCONTRADO,2023-05-06,2023,5,4,2,18-35,091050,0910,09
176,-3.26935304,-79.95556263,EL ORO,11,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-06,ENCONTRADO,2023-04-07,2023,4,6,1,12 o menos,070150,0701,07
177,-2.1790913,-79.8762335,GUAYAS,30,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-05-04,ENCONTRADO,2023-05-20,2023,5,4,16,18-35,090150,0901,09
178,-0.25,-78.5,PICHINCHA,55,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-04,ENCONTRADO,2023-05-05,2023,5,4,1,36-64,170150,1701,17
179,-2.2615303,-79.8832328,GUAYAS,69,HOMBRE,SIN_DATO,SIN_DATO,2023-05-02,DESAPARECIDO,NA,2023,5,2,NA,65 o mas,090150,0901,09
180,-0.2797677,-78.5149691,PICHINCHA,28,MUJER,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-05-05,ENCONTRADO,2023-05-19,2023,5,5,14,18-35,170150,1701,17
181,-0.2797677,-78.5149691,PICHINCHA,10,MUJER,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-05-05,ENCONTRADO,2023-05-19,2023,5,5,14,12 o menos,170150,1701,17
182,-0.2797677,-78.5149691,PICHINCHA,3,MUJER,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-05-05,ENCONTRADO,2023-05-19,2023,5,5,14,12 o menos,170150,1701,17
183,0.8195362,-77.713732,CARCHI,17,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-01,ENCONTRADO,2023-07-12,2023,5,1,72,13-17,040150,0401,04
184,0.6116137,-80.020655,ESMERALDAS,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-02,ENCONTRADO,2023-06-05,2023,5,2,34,13-17,080350,0803,08
185,-2.0973052,-79.5930538,GUAYAS,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-05,ENCONTRADO,2023-05-06,2023,5,5,1,13-17,091050,0910,09
186,0.339233,-78.1678439,IMBABURA,12,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-03,ENCONTRADO,2023-05-12,2023,5,3,9,12 o menos,100157,1001,10
187,-2.20674881,-79.92753055,GUAYAS,49,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-14,ENCONTRADO,2023-09-18,2023,9,14,4,36-64,090150,0901,09
188,-0.2127289,-79.1369546,SANTO DOMINGO DE LOS TSACHILAS,21,HOMBRE,FALLECIDO,NO DETERMINADA,2023-04-29,FALLECIDO,2023-05-02,2023,4,29,3,18-35,230150,2301,23
189,-1.6439707,-78.68253594,CHIMBORAZO,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-03,ENCONTRADO,2023-05-03,2023,5,3,0,13-17,060150,0601,06
190,-1.64327766,-78.67986297,CHIMBORAZO,34,MUJER,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-05-02,ENCONTRADO,2023-05-05,2023,5,2,3,18-35,060150,0601,06
191,-1.31964074,-78.59754957,TUNGURAHUA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-15,ENCONTRADO,2023-09-18,2023,9,15,3,13-17,180166,1801,18
192,0.91509232,-79.70023081,ESMERALDAS,17,MUJER,SIN_DATO,SIN_DATO,2023-05-02,DESAPARECIDO,NA,2023,5,2,NA,13-17,080150,0801,08
193,-0.1081851,-78.4585723,PICHINCHA,33,HOMBRE,PROBLEMAS PSICOL�GICOS,DEPRESION,2023-05-05,ENCONTRADO,2023-05-09,2023,5,5,4,18-35,170155,1701,17
194,-2.71068857,-80.2473357,GUAYAS,43,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-04-28,ENCONTRADO,2023-05-07,2023,4,28,9,36-64,090156,0901,09
195,-3.23853845,-79.95169898,EL ORO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-29,ENCONTRADO,2023-05-08,2023,4,29,9,13-17,070150,0701,07
196,-3.33013517,-79.81085658,EL ORO,29,HOMBRE,EXTRAVIADA,ACCIDENTADO,2023-04-29,ENCONTRADO,2023-05-04,2023,4,29,5,18-35,070950,0709,07
197,-1.78459374,-79.67881827,LOS RIOS,12,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-05,ENCONTRADO,2023-05-06,2023,5,5,1,12 o menos,120250,1202,12
198,-3.24271745,-79.95290176,EL ORO,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-03,ENCONTRADO,2023-05-06,2023,5,3,3,13-17,070150,0701,07
199,-0.3154995,-78.5504691,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-05,ENCONTRADO,2023-05-08,2023,5,5,3,13-17,170150,1701,17
200,-1.43298703,-79.75603757,LOS RIOS,30,HOMBRE,FALLECIDO,ASESINATO,2023-08-02,FALLECIDO,2023-09-19,2023,8,2,48,18-35,120950,1209,12
201,-0.1135541,-78.4163363,PICHINCHA,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-05,ENCONTRADO,2023-06-05,2023,5,5,31,12 o menos,170155,1701,17
202,-2.1894128,-79.8890662,GUAYAS,14,NO DETERMINADO,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-05,ENCONTRADO,2023-05-17,2023,5,5,12,13-17,090150,0901,09
203,-2.1894128,-79.8890662,GUAYAS,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-05,ENCONTRADO,2023-05-17,2023,5,5,12,13-17,090150,0901,09
204,-1.82564,-80.25513,GUAYAS,14,MUJER,SIN_DATO,SIN_DATO,2023-01-01,DESAPARECIDO,NA,2023,1,1,NA,13-17,091450,0914,09
205,-2.11606065,-79.99900818,GUAYAS,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-05,ENCONTRADO,2023-05-07,2023,5,5,2,13-17,090150,0901,09
206,-2.0721549,-79.9345141,GUAYAS,21,HOMBRE,FALLECIDO,NO DETERMINADA,2023-05-05,FALLECIDO,2023-05-10,2023,5,5,5,18-35,090150,0901,09
207,-2.2126226,-79.912514,GUAYAS,34,MUJER,SIN_DATO,SIN_DATO,2023-09-17,DESAPARECIDO,NA,2023,9,17,NA,18-35,090150,0901,09
208,-1.29235964,-78.64467075,TUNGURAHUA,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-02,ENCONTRADO,2023-05-04,2023,5,2,2,13-17,180165,1801,18
209,-2.1978769,-79.9328946,GUAYAS,25,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-31,ENCONTRADO,2023-08-01,2023,5,31,62,18-35,090150,0901,09
210,-2.20000802,-79.90228108,GUAYAS,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,13-17,090150,0901,09
211,-0.2307457,-78.4492881,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-07,ENCONTRADO,2023-05-09,2023,5,7,2,13-17,170157,1701,17
212,-0.258481,-78.5530044,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,DELINCUENCIA,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,13-17,170150,1701,17
213,-0.258481,-78.5530044,PICHINCHA,18,MUJER,PROBLEMAS SOCIALES,DELINCUENCIA,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,18-35,170150,1701,17
214,-0.12488722,-78.49853307,PICHINCHA,31,HOMBRE,EXTRAVIADA,HOSPITALIZADO,2023-07-30,ENCONTRADO,2023-08-04,2023,7,30,5,18-35,170150,1701,17
215,-0.2667767,-78.5380125,PICHINCHA,24,HOMBRE,FALLECIDO,HOMICIDIO,2023-05-06,FALLECIDO,2023-07-01,2023,5,6,56,18-35,170150,1701,17
216,-0.2433599,-78.5230745,PICHINCHA,31,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,18-35,170150,1701,17
217,-0.0952676,-78.5183779,PICHINCHA,60,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,36-64,170150,1701,17
218,-0.2521882,-79.1879383,SANTO DOMINGO DE LOS TSACHILAS,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-02,ENCONTRADO,2023-05-23,2023,5,2,21,13-17,230150,2301,23
219,-0.218201,-78.4376718,PICHINCHA,60,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-07,ENCONTRADO,2023-05-08,2023,5,7,1,36-64,170157,1701,17
220,-0.1150657,-78.4460072,PICHINCHA,29,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-06,ENCONTRADO,2023-05-08,2023,5,6,2,18-35,170155,1701,17
221,-0.2188216,-78.5135489,PICHINCHA,12,HOMBRE,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-08-04,ENCONTRADO,2023-08-07,2023,8,4,3,12 o menos,170150,1701,17
222,-0.2686367,-78.5400834,PICHINCHA,18,HOMBRE,SIN_DATO,SIN_DATO,2023-02-16,DESAPARECIDO,NA,2023,2,16,NA,18-35,170150,1701,17
223,-0.9859716,-77.8185681,NAPO,48,MUJER,SIN_DATO,SIN_DATO,2023-05-05,DESAPARECIDO,NA,2023,5,5,NA,36-64,150150,1501,15
224,0.90497305,-79.69126461,ESMERALDAS,27,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-06-02,ENCONTRADO,2023-06-16,2023,6,2,14,18-35,080150,0801,08
225,-0.320298,-78.5461625,PICHINCHA,17,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-07,ENCONTRADO,2023-05-10,2023,5,7,3,13-17,170150,1701,17
226,-0.2420493,-78.5211079,PICHINCHA,27,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-02,ENCONTRADO,2023-07-04,2023,6,2,32,18-35,170150,1701,17
227,-1.64906674,-78.69061677,CHIMBORAZO,16,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-04,ENCONTRADO,2023-05-09,2023,5,4,5,13-17,060150,0601,06
228,-0.93972373,-78.60730939,COTOPAXI,16,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-07,ENCONTRADO,2023-04-09,2023,4,7,2,13-17,050150,0501,05
229,-2.19959452,-79.88859245,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-03,ENCONTRADO,2023-06-13,2023,6,3,10,13-17,090150,0901,09
230,-0.9254446,-78.62030673,COTOPAXI,6,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-06,ENCONTRADO,2023-04-07,2023,4,6,1,12 o menos,050150,0501,05
231,0.0068737,-79.38423143,SANTO DOMINGO DE LOS TSACHILAS,14,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-06,ENCONTRADO,2023-04-06,2023,4,6,0,13-17,080850,0808,08
232,-0.25895888,-79.18070545,SANTO DOMINGO DE LOS TSACHILAS,40,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-30,ENCONTRADO,2023-04-11,2023,3,30,12,36-64,230150,2301,23
233,-2.22726954,-80.90266186,SANTA ELENA,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-28,ENCONTRADO,2023-04-11,2023,2,28,42,13-17,240250,2402,24
234,-0.3086002,-78.5618265,PICHINCHA,26,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-02,ENCONTRADO,2023-06-28,2023,6,2,26,18-35,170150,1701,17
235,-3.9838996,-79.2375892,LOJA,50,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-08-03,ENCONTRADO,2023-08-06,2023,8,3,3,36-64,110150,1101,11
236,-0.25919634,-79.19594385,SANTO DOMINGO DE LOS TSACHILAS,24,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-30,ENCONTRADO,2023-05-25,2023,4,30,25,18-35,230150,2301,23
237,0.90063463,-79.69350827,ESMERALDAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-09,ENCONTRADO,2023-07-26,2023,4,9,108,13-17,080168,0801,08
238,0.6340391,-77.7337628,CARCHI,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-10,ENCONTRADO,2023-04-11,2023,4,10,1,13-17,040650,0406,04
239,0.09918804,-76.88309669,SUCUMBIOS,13,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-27,ENCONTRADO,2023-05-10,2023,4,27,13,13-17,210150,2101,21
240,-0.4616728,-76.9931074,ORELLANA,15,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-04-03,ENCONTRADO,2023-04-11,2023,4,3,8,13-17,220150,2201,22
241,-1.03443261,-78.58218155,COTOPAXI,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-10,ENCONTRADO,2023-04-17,2023,4,10,7,13-17,050550,0505,05
242,-2.241402,-80.887382,SANTA ELENA,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-21,ENCONTRADO,2023-06-09,2023,4,21,49,13-17,240250,2402,24
243,-0.2601233,-79.1748467,SANTO DOMINGO DE LOS TSACHILAS,32,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-14,ENCONTRADO,2023-04-07,2023,1,14,83,18-35,230150,2301,23
244,-2.30501622,-78.12276321,MORONA SANTIAGO,16,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-02,ENCONTRADO,2023-04-14,2023,4,2,12,13-17,140150,1401,14
245,-0.3773477,-78.55156476,PICHINCHA,21,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-08-04,ENCONTRADO,2023-08-05,2023,8,4,1,18-35,170353,1703,17
246,-0.2862411,-78.5262216,PICHINCHA,13,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-03,ENCONTRADO,2023-05-05,2023,5,3,2,13-17,170150,1701,17
247,-0.9943373,-79.473904,LOS RIOS,15,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-08,ENCONTRADO,2023-04-18,2023,4,8,10,13-17,120550,1205,12
248,-0.20422848,-78.49187663,PICHINCHA,18,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-04,ENCONTRADO,2023-08-05,2023,8,4,1,18-35,170150,1701,17
249,-1.0395683,-79.4569217,LOS RIOS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-10,ENCONTRADO,2023-04-18,2023,4,10,8,13-17,120550,1205,12
250,-2.910056,-78.9923391,AZUAY,17,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-25,ENCONTRADO,2023-06-26,2023,6,25,1,13-17,010150,0101,01
251,-0.2313345,-79.1730018,SANTO DOMINGO DE LOS TSACHILAS,5,MUJER,PROBLEMA EC�NOMICOS,DEUDAS,2023-03-26,ENCONTRADO,2023-05-18,2023,3,26,53,12 o menos,230150,2301,23
252,-0.2313345,-79.1730018,SANTO DOMINGO DE LOS TSACHILAS,23,MUJER,PROBLEMA EC�NOMICOS,DEUDAS,2023-03-26,ENCONTRADO,2023-05-18,2023,3,26,53,18-35,230150,2301,23
253,0.5948949,-77.8281514,CARCHI,78,HOMBRE,EXTRAVIADA,PERSONA EXTRAVIADA,2023-04-01,ENCONTRADO,2023-09-30,2023,4,1,182,65 o mas,040550,0405,04
254,-1.4840175,-78.0103037,PASTAZA,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-10,ENCONTRADO,2023-04-12,2023,4,10,2,13-17,160150,1601,16
255,-0.210691,-78.3955986,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-12,ENCONTRADO,2023-04-13,2023,4,12,1,13-17,170184,1701,17
256,-0.1670362,-78.3187871,PICHINCHA,3,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-08,ENCONTRADO,2023-04-12,2023,4,8,4,12 o menos,170185,1701,17
257,-0.1670362,-78.3187871,PICHINCHA,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-08,ENCONTRADO,2023-04-12,2023,4,8,4,13-17,170185,1701,17
258,-0.1785591,-78.4889054,PICHINCHA,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-15,ENCONTRADO,2023-09-20,2023,9,15,5,13-17,170150,1701,17
259,-2.2402791,-79.9220686,GUAYAS,2,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-05,ENCONTRADO,2023-05-09,2023,2,5,93,12 o menos,090150,0901,09
260,1.28171672,-78.83207797,ESMERALDAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-09,ENCONTRADO,2023-05-10,2023,5,9,1,13-17,080550,0805,08
261,-0.095859,-78.42846285,PICHINCHA,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-04,ENCONTRADO,2023-08-05,2023,8,4,1,13-17,170155,1701,17
262,-0.210691,-78.3955986,PICHINCHA,15,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-05,ENCONTRADO,2023-08-06,2023,8,5,1,13-17,170184,1701,17
263,-0.210691,-78.3955986,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-05,ENCONTRADO,2023-08-06,2023,8,5,1,13-17,170184,1701,17
264,-2.1913881,-79.94547434,GUAYAS,25,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-13,ENCONTRADO,2023-06-06,2023,5,13,24,18-35,090150,0901,09
