"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"ESMERALDAS",0.6116137,-80.020655,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-02,"ENCONTRADO",2023-06-05,2023,5,2,34,"13-17"
"GUAYAS",-2.0973052,-79.5930538,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-05,"ENCONTRADO",2023-05-06,2023,5,5,1,"13-17"
"IMBABURA",0.339233,-78.1678439,12,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-03,"ENCONTRADO",2023-05-12,2023,5,3,9,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2127289,-79.1369546,21,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-29,"FALLECIDO",2023-05-02,2023,4,29,3,"18-35"
"CHIMBORAZO",-1.6439707,-78.68253594,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-03,"ENCONTRADO",2023-05-03,2023,5,3,0,"13-17"
"CHIMBORAZO",-1.64327766,-78.67986297,34,"MUJER","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-05-02,"ENCONTRADO",2023-05-05,2023,5,2,3,"18-35"
"ESMERALDAS",0.91509232,-79.70023081,17,"MUJER","SIN_DATO","SIN_DATO",2023-05-02,"DESAPARECIDO",NA,2023,5,2,NA,"13-17"
"PICHINCHA",-0.1081851,-78.4585723,33,"HOMBRE","PROBLEMAS PSICOLÓGICOS","DEPRESION",2023-05-05,"ENCONTRADO",2023-05-09,2023,5,5,4,"18-35"
"GUAYAS",-2.71068857,-80.2473357,43,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-04-28,"ENCONTRADO",2023-05-07,2023,4,28,9,"36-64"
"EL ORO",-3.23853845,-79.95169898,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-29,"ENCONTRADO",2023-05-08,2023,4,29,9,"13-17"
"EL ORO",-3.33013517,-79.81085658,29,"HOMBRE","EXTRAVIADA","ACCIDENTADO",2023-04-29,"ENCONTRADO",2023-05-04,2023,4,29,5,"18-35"
"LOS RIOS",-1.78459374,-79.67881827,12,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-05,"ENCONTRADO",2023-05-06,2023,5,5,1,"12 o menos"
"EL ORO",-3.24271745,-79.95290176,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-03,"ENCONTRADO",2023-05-06,2023,5,3,3,"13-17"
"PICHINCHA",-0.3154995,-78.5504691,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-05,"ENCONTRADO",2023-05-08,2023,5,5,3,"13-17"
"PICHINCHA",-0.1135541,-78.4163363,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-05,"ENCONTRADO",2023-06-05,2023,5,5,31,"12 o menos"
"GUAYAS",-2.1894128,-79.8890662,14,"NO DETERMINADO","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-05,"ENCONTRADO",2023-05-17,2023,5,5,12,"13-17"
"GUAYAS",-2.1894128,-79.8890662,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-05,"ENCONTRADO",2023-05-17,2023,5,5,12,"13-17"
"GUAYAS",-2.11606065,-79.99900818,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-05,"ENCONTRADO",2023-05-07,2023,5,5,2,"13-17"
"GUAYAS",-2.0721549,-79.9345141,21,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-05,"FALLECIDO",2023-05-10,2023,5,5,5,"18-35"
"TUNGURAHUA",-1.29235964,-78.64467075,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-02,"ENCONTRADO",2023-05-04,2023,5,2,2,"13-17"
"GUAYAS",-2.1978769,-79.9328946,25,"MUJER","SIN_DATO","SIN_DATO",2023-05-31,"DESAPARECIDO",NA,2023,5,31,NA,"18-35"
"GUAYAS",-2.20000802,-79.90228108,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"13-17"
"PICHINCHA",-0.2307457,-78.4492881,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-07,"ENCONTRADO",2023-05-09,2023,5,7,2,"13-17"
"PICHINCHA",-0.2667767,-78.5380125,24,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-06,"DESAPARECIDO",NA,2023,5,6,NA,"18-35"
"PICHINCHA",-0.258481,-78.5530044,16,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"13-17"
"PICHINCHA",-0.258481,-78.5530044,18,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"18-35"
"PICHINCHA",-0.2433599,-78.5230745,31,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"18-35"
"PICHINCHA",-0.0952676,-78.5183779,60,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2521882,-79.1879383,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-02,"ENCONTRADO",2023-05-23,2023,5,2,21,"13-17"
"PICHINCHA",-0.218201,-78.4376718,60,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-07,"ENCONTRADO",2023-05-08,2023,5,7,1,"36-64"
"PICHINCHA",-0.1150657,-78.4460072,29,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-06,"ENCONTRADO",2023-05-08,2023,5,6,2,"18-35"
"PICHINCHA",-0.2686367,-78.5400834,18,"HOMBRE","SIN_DATO","SIN_DATO",2023-02-16,"DESAPARECIDO",NA,2023,2,16,NA,"18-35"
"NAPO",-0.9859716,-77.8185681,48,"MUJER","SIN_DATO","SIN_DATO",2023-05-05,"DESAPARECIDO",NA,2023,5,5,NA,"36-64"
"PICHINCHA",-0.320298,-78.5461625,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-07,"ENCONTRADO",2023-05-10,2023,5,7,3,"13-17"
"CHIMBORAZO",-1.64906674,-78.69061677,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-04,"ENCONTRADO",2023-05-09,2023,5,4,5,"13-17"
"COTOPAXI",-0.93972373,-78.60730939,16,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-07,"ENCONTRADO",2023-04-09,2023,4,7,2,"13-17"
"COTOPAXI",-0.9254446,-78.62030673,6,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-06,"ENCONTRADO",2023-04-07,2023,4,6,1,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",0.0068737,-79.38423143,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25895888,-79.18070545,40,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-30,"ENCONTRADO",2023-04-11,2023,3,30,12,"36-64"
"SANTA ELENA",-2.22726954,-80.90266186,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-28,"ENCONTRADO",2023-04-11,2023,2,28,42,"13-17"
"ESMERALDAS",0.90063463,-79.69350827,14,"MUJER","SIN_DATO","SIN_DATO",2023-04-09,"DESAPARECIDO",NA,2023,4,9,NA,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25919634,-79.19594385,24,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-30,"ENCONTRADO",2023-05-25,2023,4,30,25,"18-35"
"CARCHI",0.6340391,-77.7337628,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-10,"ENCONTRADO",2023-04-11,2023,4,10,1,"13-17"
"SUCUMBIOS",0.09918804,-76.88309669,13,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-27,"ENCONTRADO",2023-05-10,2023,4,27,13,"13-17"
"ORELLANA",-0.4616728,-76.9931074,15,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-04-03,"ENCONTRADO",2023-04-11,2023,4,3,8,"13-17"
"COTOPAXI",-1.03443261,-78.58218155,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-10,"ENCONTRADO",2023-04-17,2023,4,10,7,"13-17"
"SANTA ELENA",-2.241402,-80.887382,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-21,"ENCONTRADO",2023-06-09,2023,4,21,49,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2601233,-79.1748467,32,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-14,"ENCONTRADO",2023-04-07,2023,1,14,83,"18-35"
"MORONA SANTIAGO",-2.30501622,-78.12276321,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-02,"ENCONTRADO",2023-04-14,2023,4,2,12,"13-17"
"PICHINCHA",-0.2862411,-78.5262216,13,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-03,"ENCONTRADO",2023-05-05,2023,5,3,2,"13-17"
"LOS RIOS",-0.9943373,-79.473904,15,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-08,"ENCONTRADO",2023-04-18,2023,4,8,10,"13-17"
"LOS RIOS",-1.0395683,-79.4569217,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-10,"ENCONTRADO",2023-04-18,2023,4,10,8,"13-17"
"CARCHI",0.5948949,-77.8281514,78,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-01,"DESAPARECIDO",NA,2023,4,1,NA,"65 o mas"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2313345,-79.1730018,5,"MUJER","PROBLEMA ECÓNOMICOS","DEUDAS",2023-03-26,"ENCONTRADO",2023-05-18,2023,3,26,53,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2313345,-79.1730018,23,"MUJER","PROBLEMA ECÓNOMICOS","DEUDAS",2023-03-26,"ENCONTRADO",2023-05-18,2023,3,26,53,"18-35"
"PASTAZA",-1.4840175,-78.0103037,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-10,"ENCONTRADO",2023-04-12,2023,4,10,2,"13-17"
"PICHINCHA",-0.210691,-78.3955986,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-12,"ENCONTRADO",2023-04-13,2023,4,12,1,"13-17"
"PICHINCHA",-0.1670362,-78.3187871,3,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-08,"ENCONTRADO",2023-04-12,2023,4,8,4,"12 o menos"
"PICHINCHA",-0.1670362,-78.3187871,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-08,"ENCONTRADO",2023-04-12,2023,4,8,4,"13-17"
"GUAYAS",-2.2402791,-79.9220686,2,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-05,"ENCONTRADO",2023-05-09,2023,2,5,93,"12 o menos"
"ESMERALDAS",1.28171672,-78.83207797,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-09,"ENCONTRADO",2023-05-10,2023,5,9,1,"13-17"
"GUAYAS",-2.1913881,-79.94547434,25,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-13,"ENCONTRADO",2023-06-06,2023,5,13,24,"18-35"
"PICHINCHA",-0.2949217,-78.5628897,13,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-05-15,"ENCONTRADO",2023-05-19,2023,5,15,4,"13-17"
"PICHINCHA",-0.2797677,-78.5149691,9,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-13,"ENCONTRADO",2023-04-13,2023,4,13,0,"12 o menos"
"GUAYAS",-2.13120408,-79.93819039,3,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-08,"ENCONTRADO",2023-04-13,2023,2,8,64,"12 o menos"
"GUAYAS",-2.2162051,-79.902128,18,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-09,"ENCONTRADO",2023-05-15,2023,5,9,6,"18-35"
"PICHINCHA",-0.1243139,-78.361245,47,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-05-30,"ENCONTRADO",2023-06-01,2023,5,30,2,"36-64"
"EL ORO",-3.48450719,-80.21504402,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-18,"ENCONTRADO",2023-06-05,2023,5,18,18,"13-17"
"SANTA ELENA",-2.22675632,-80.90712368,28,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-11,"ENCONTRADO",2023-06-07,2023,5,11,27,"18-35"
"PICHINCHA",-0.1574821,-78.4368182,19,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-08,"ENCONTRADO",2023-05-10,2023,5,8,2,"18-35"
"GUAYAS",-2.1323186,-79.8926809,28,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-04-25,"ENCONTRADO",2023-05-17,2023,4,25,22,"18-35"
"PICHINCHA",-0.2482549,-78.5168003,16,"MUJER","SIN_DATO","SIN_DATO",2023-05-29,"DESAPARECIDO",NA,2023,5,29,NA,"13-17"
"LOJA",-3.99917219,-79.20109332,11,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-12,"ENCONTRADO",2023-06-07,2023,4,12,56,"12 o menos"
"PICHINCHA",-0.11363244,-78.47889766,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-14,"ENCONTRADO",2023-04-16,2023,4,14,2,"12 o menos"
"AZUAY",-2.9001285,-79.0058965,2,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-27,"ENCONTRADO",2023-06-08,2023,5,27,12,"12 o menos"
"GUAYAS",-2.1690192,-79.8058407,28,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-27,"ENCONTRADO",2023-06-07,2023,5,27,11,"18-35"
"SUCUMBIOS",0.09360302,-76.90176487,4,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-31,"ENCONTRADO",2023-06-09,2023,5,31,9,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2683217,-79.1978398,42,"HOMBRE","PROBLEMAS SOCIALES","MIGRACION",2023-03-13,"ENCONTRADO",2023-06-09,2023,3,13,88,"36-64"
"ORELLANA",-0.4616728,-76.9931074,15,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-04-30,"ENCONTRADO",2023-05-12,2023,4,30,12,"13-17"
"EL ORO",-3.2427013,-79.8281173,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-20,"ENCONTRADO",2023-05-12,2023,4,20,22,"13-17"
"LOS RIOS",-1.56068095,-79.75473404,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-16,"ENCONTRADO",2023-01-20,2023,1,16,4,"12 o menos"
"PICHINCHA",-0.0960488,-78.4240328,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-12,"ENCONTRADO",2023-05-13,2023,5,12,1,"13-17"
"PICHINCHA",-0.327644,-78.5673547,13,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-12,"ENCONTRADO",2023-05-13,2023,5,12,1,"13-17"
"COTOPAXI",-0.92883384,-78.61046466,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-10,"ENCONTRADO",2023-05-14,2023,5,10,4,"13-17"
"PICHINCHA",-0.2949763,-78.5287812,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-12,"ENCONTRADO",2023-05-13,2023,5,12,1,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.3179606,-78.9539255,16,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-01,"DESAPARECIDO",NA,2023,5,1,NA,"13-17"
"MANABI",-0.65651804,-80.40379781,31,"HOMBRE","FALLECIDO","ASESINATO",2023-05-11,"FALLECIDO",2023-05-12,2023,5,11,1,"18-35"
"IMBABURA",0.3509652,-78.1140359,16,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-05-11,"ENCONTRADO",2023-05-12,2023,5,11,1,"13-17"
"AZUAY",-2.91644687,-79.04064211,23,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-06,"ENCONTRADO",2023-05-10,2023,5,6,4,"18-35"
"MORONA SANTIAGO",-2.30535927,-78.12207657,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-30,"ENCONTRADO",2023-05-11,2023,3,30,42,"13-17"
"IMBABURA",0.3471469,-78.1323648,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-09,"ENCONTRADO",2023-05-14,2023,5,9,5,"18-35"
"PICHINCHA",-0.2575728,-78.5164078,23,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-12,"ENCONTRADO",2023-01-20,2023,1,12,8,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.23921211,-79.19130244,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-17,"ENCONTRADO",2023-02-28,2023,2,17,11,"13-17"
"PICHINCHA",-0.1895296,-78.5071575,58,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-13,"ENCONTRADO",2023-05-14,2023,5,13,1,"36-64"
"CAÑAR",-2.74420725,-78.8606357,15,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-01-03,"ENCONTRADO",2023-01-25,2023,1,3,22,"13-17"
"PICHINCHA",-0.0400918,-78.4549279,24,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-10,"ENCONTRADO",2023-05-13,2023,5,10,3,"18-35"
"PICHINCHA",-0.3086002,-78.5618265,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-13,"ENCONTRADO",2023-05-17,2023,5,13,4,"13-17"
"PICHINCHA",-0.216515,-78.5021861,20,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-12,"ENCONTRADO",2023-05-13,2023,5,12,1,"18-35"
"PICHINCHA",-0.0936241,-78.5060973,46,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-25,"ENCONTRADO",2023-01-25,2023,1,25,0,"36-64"
"CHIMBORAZO",-1.66001774,-78.68156497,34,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-13,"ENCONTRADO",2023-05-15,2023,5,13,2,"18-35"
"PICHINCHA",-0.0795398,-78.4485114,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-28,"ENCONTRADO",2023-03-15,2023,2,28,15,"13-17"
"PICHINCHA",-0.327644,-78.5673547,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-27,"ENCONTRADO",2023-02-28,2023,2,27,1,"13-17"
"COTOPAXI",-0.90607243,-78.70018485,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-03,"ENCONTRADO",2023-03-15,2023,2,3,40,"18-35"
"PICHINCHA",-0.264079,-78.535255,13,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-03-14,2023,2,14,28,"13-17"
"AZUAY",-2.92674978,-79.05076146,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-15,"ENCONTRADO",2023-03-16,2023,2,15,29,"13-17"
"PICHINCHA",-0.1207097,-78.5114185,23,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-11,"ENCONTRADO",2023-03-01,2023,2,11,18,"18-35"
"CHIMBORAZO",-1.67271111,-78.65436266,10,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-05-10,"ENCONTRADO",2023-05-11,2023,5,10,1,"12 o menos"
"LOS RIOS",-1.04255471,-79.46272327,17,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-10,"DESAPARECIDO",NA,2023,5,10,NA,"13-17"
"PASTAZA",-1.91231652,-77.71695361,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-25,"ENCONTRADO",2023-01-29,2023,1,25,4,"13-17"
"LOS RIOS",-0.992388,-79.47287,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-24,"ENCONTRADO",2023-03-15,2023,2,24,19,"13-17"
"PICHINCHA",-0.2690044,-78.54018689,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-15,"ENCONTRADO",2023-03-16,2023,3,15,1,"13-17"
"ESMERALDAS",0.90253514,-79.68485017,22,"HOMBRE","FALLECIDO","ASESINATO",2023-03-03,"FALLECIDO",2023-03-05,2023,3,3,2,"18-35"
"MANABI",-0.35123859,-79.60800961,18,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-21,"ENCONTRADO",2023-03-01,2023,2,21,8,"18-35"
"IMBABURA",0.34185128,-78.16467047,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-18,"ENCONTRADO",2023-03-01,2023,2,18,11,"13-17"
"PICHINCHA",-0.2418203,-78.5277506,31,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-14,"ENCONTRADO",2023-03-31,2023,1,14,76,"18-35"
"PICHINCHA",-0.22074965,-78.51275396,80,"HOMBRE","EXTRAVIADA","HOSPITALIZADO",2023-02-07,"ENCONTRADO",2023-02-08,2023,2,7,1,"65 o mas"
"MANABI",-1.06458656,-80.44917558,19,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-21,"ENCONTRADO",2023-02-01,2023,1,21,11,"18-35"
"PICHINCHA",-0.25633216,-78.50794239,16,"HOMBRE","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-01-04,"ENCONTRADO",2023-01-25,2023,1,4,21,"13-17"
"CHIMBORAZO",-2.206582,-79.1336706,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-24,"ENCONTRADO",2023-04-18,2023,1,24,84,"13-17"
"NAPO",-1.03486871,-77.66340494,25,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-01-01,"FALLECIDO",2023-01-03,2023,1,1,2,"18-35"
"PICHINCHA",-0.1060759,-78.4924865,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-05,"ENCONTRADO",2023-05-06,2023,5,5,1,"13-17"
"PICHINCHA",-0.2044426,-78.4899379,16,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-02-10,"ENCONTRADO",2023-03-09,2023,2,10,27,"13-17"
"PICHINCHA",-0.1350023,-78.4382469,25,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-01-04,"ENCONTRADO",2023-01-05,2023,1,4,1,"18-35"
"PICHINCHA",-0.2437481,-78.5297374,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-23,"ENCONTRADO",2023-02-03,2023,1,23,11,"13-17"
"COTOPAXI",-0.9411949,-79.2316042,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-01,"ENCONTRADO",2023-02-03,2023,1,1,33,"13-17"
"AZUAY",-2.8870218,-78.9641763,19,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-27,"ENCONTRADO",2023-02-05,2023,1,27,9,"18-35"
"AZUAY",-2.91418544,-79.00084692,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-25,"ENCONTRADO",2023-02-05,2023,1,25,11,"13-17"
"AZUAY",-2.91418544,-79.00084692,15,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-25,"ENCONTRADO",2023-02-05,2023,1,25,11,"13-17"
"SANTA ELENA",-2.3127597,-80.70610553,26,"HOMBRE","FALLECIDO","ASESINATO",2023-02-13,"FALLECIDO",2023-02-16,2023,2,13,3,"18-35"
"COTOPAXI",-1.03458907,-78.48614605,49,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-15,"ENCONTRADO",2023-03-17,2023,3,15,2,"36-64"
"CHIMBORAZO",-1.6071779,-78.6310395,28,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-06,"ENCONTRADO",2023-03-17,2023,3,6,11,"18-35"
"MANABI",-0.99635824,-80.73672295,69,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-03-15,"ENCONTRADO",2023-03-17,2023,3,15,2,"65 o mas"
"PICHINCHA",-0.15732745,-78.48442912,29,"HOMBRE","EXTRAVIADA","DETENIDO",2023-03-15,"ENCONTRADO",2023-03-17,2023,3,15,2,"18-35"
"GUAYAS",-2.0988723,-79.9542438,19,"HOMBRE","FALLECIDO","ASESINATO",2023-04-29,"FALLECIDO",2023-05-15,2023,4,29,16,"18-35"
"PICHINCHA",-0.2856211,-78.5650431,10,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-05-05,"ENCONTRADO",2023-05-06,2023,5,5,1,"12 o menos"
"PICHINCHA",-0.24411,-78.5163894,28,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-22,"ENCONTRADO",2023-05-05,2023,4,22,13,"18-35"
"PICHINCHA",-0.2573142,-78.5263252,38,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-18,"ENCONTRADO",2023-05-11,2023,3,18,54,"36-64"
