Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,11506570;-78,44600720;29;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/05/2023;ENCONTRADO;08/05/2023
PICHINCHA;-0,26863670;-78,54008340;18;HOMBRE;SIN_DATO;SIN_DATO;16/02/2023;DESAPARECIDO;SIN_DATO
NAPO;-0,98597160;-77,81856810;48;MUJER;SIN_DATO;SIN_DATO;05/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,32029800;-78,54616250;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/05/2023;ENCONTRADO;10/05/2023
CHIMBORAZO;-1,64906674;-78,69061677;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/05/2023;ENCONTRADO;09/05/2023
COTOPAXI;-0,93972373;-78,60730939;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/04/2023;ENCONTRADO;09/04/2023
COTOPAXI;-0,92544460;-78,62030673;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/04/2023;ENCONTRADO;07/04/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00687370;-79,38423143;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/04/2023;ENCONTRADO;06/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25895888;-79,18070545;40;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/03/2023;ENCONTRADO;11/04/2023
SANTA ELENA;-2,22726954;-80,90266186;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/02/2023;ENCONTRADO;11/04/2023
ESMERALDAS;0,90063463;-79,69350827;14;MUJER;SIN_DATO;SIN_DATO;09/04/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,25919634;-79,19594385;24;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/04/2023;ENCONTRADO;25/05/2023
CARCHI;0,63403910;-77,73376280;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/04/2023;ENCONTRADO;11/04/2023
SUCUMBIOS;0,09918804;-76,88309669;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/04/2023;ENCONTRADO;10/05/2023
ORELLANA;-0,46167280;-76,99310740;15;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;03/04/2023;ENCONTRADO;11/04/2023
COTOPAXI;-1,03443261;-78,58218155;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/04/2023;ENCONTRADO;17/04/2023
SANTA ELENA;-2,24140200;-80,88738200;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/04/2023;ENCONTRADO;09/06/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26012330;-79,17484670;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/01/2023;ENCONTRADO;07/04/2023
MORONA SANTIAGO;-2,30501622;-78,12276321;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/04/2023;ENCONTRADO;14/04/2023
PICHINCHA;-0,28624110;-78,52622160;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/05/2023;ENCONTRADO;05/05/2023
LOS RIOS;-0,99433730;-79,47390400;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/04/2023;ENCONTRADO;18/04/2023
LOS RIOS;-1,03956830;-79,45692170;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/04/2023;ENCONTRADO;18/04/2023
CARCHI;0,59489490;-77,82815140;78;HOMBRE;SIN_DATO;SIN_DATO;01/04/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,23133450;-79,17300180;5;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;26/03/2023;ENCONTRADO;18/05/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23133450;-79,17300180;23;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;26/03/2023;ENCONTRADO;18/05/2023
PASTAZA;-1,48401750;-78,01030370;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/04/2023;ENCONTRADO;12/04/2023
PICHINCHA;-0,21069100;-78,39559860;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/04/2023;ENCONTRADO;13/04/2023
PICHINCHA;-0,16703620;-78,31878710;3;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2023;ENCONTRADO;12/04/2023
PICHINCHA;-0,16703620;-78,31878710;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2023;ENCONTRADO;12/04/2023
GUAYAS;-2,24027910;-79,92206860;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/02/2023;ENCONTRADO;09/05/2023
ESMERALDAS;1,28171672;-78,83207797;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/05/2023;ENCONTRADO;10/05/2023
GUAYAS;-2,19138810;-79,94547434;25;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/05/2023;ENCONTRADO;06/06/2023
PICHINCHA;-0,29492170;-78,56288970;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;15/05/2023;ENCONTRADO;19/05/2023
PICHINCHA;-0,27976770;-78,51496910;9;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2023;ENCONTRADO;13/04/2023
GUAYAS;-2,13120408;-79,93819039;3;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/02/2023;ENCONTRADO;13/04/2023
GUAYAS;-2,21620510;-79,90212800;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/05/2023;ENCONTRADO;15/05/2023
PICHINCHA;-0,12431390;-78,36124500;47;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;30/05/2023;ENCONTRADO;01/06/2023
EL ORO;-3,48450719;-80,21504402;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/05/2023;ENCONTRADO;05/06/2023
SANTA ELENA;-2,22675632;-80,90712368;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/05/2023;ENCONTRADO;07/06/2023
PICHINCHA;-0,15748210;-78,43681820;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/05/2023;ENCONTRADO;10/05/2023
GUAYAS;-2,13231860;-79,89268090;28;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;25/04/2023;ENCONTRADO;17/05/2023
PICHINCHA;-0,24825490;-78,51680030;16;MUJER;SIN_DATO;SIN_DATO;29/05/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,99917219;-79,20109332;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/04/2023;ENCONTRADO;07/06/2023
PICHINCHA;-0,11363244;-78,47889766;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/04/2023;ENCONTRADO;16/04/2023
AZUAY;-2,90012850;-79,00589650;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/05/2023;ENCONTRADO;08/06/2023
GUAYAS;-2,16901920;-79,80584070;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/05/2023;ENCONTRADO;07/06/2023
SUCUMBIOS;0,09360302;-76,90176487;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/05/2023;ENCONTRADO;09/06/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26832170;-79,19783980;42;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;13/03/2023;ENCONTRADO;09/06/2023
ORELLANA;-0,46167280;-76,99310740;15;MUJER;PROBLEMAS SOCIALES;DROGADICCION;30/04/2023;ENCONTRADO;12/05/2023
EL ORO;-3,24270130;-79,82811730;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/04/2023;ENCONTRADO;12/05/2023
LOS RIOS;-1,56068095;-79,75473404;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/01/2023;ENCONTRADO;20/01/2023
PICHINCHA;-0,09604880;-78,42403280;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/05/2023;ENCONTRADO;13/05/2023
PICHINCHA;-0,32764400;-78,56735470;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/05/2023;ENCONTRADO;13/05/2023
COTOPAXI;-0,92883384;-78,61046466;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/05/2023;ENCONTRADO;14/05/2023
PICHINCHA;-0,29497630;-78,52878120;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/05/2023;ENCONTRADO;13/05/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,31796060;-78,95392550;16;HOMBRE;SIN_DATO;SIN_DATO;01/05/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,65651804;-80,40379781;31;HOMBRE;FALLECIDO;ASESINATO;11/05/2023;FALLECIDO;12/05/2023
IMBABURA;0,35096520;-78,11403590;16;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;11/05/2023;ENCONTRADO;12/05/2023
AZUAY;-2,91644687;-79,04064211;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/05/2023;ENCONTRADO;10/05/2023
MORONA SANTIAGO;-2,30535927;-78,12207657;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/03/2023;ENCONTRADO;11/05/2023
IMBABURA;0,34714690;-78,13236480;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/05/2023;ENCONTRADO;14/05/2023
PICHINCHA;-0,25757280;-78,51640780;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/01/2023;ENCONTRADO;20/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23921211;-79,19130244;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/02/2023;ENCONTRADO;28/02/2023
PICHINCHA;-0,18952960;-78,50715750;58;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/05/2023;ENCONTRADO;14/05/2023
CAÑAR;-2,74420725;-78,86063570;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;03/01/2023;ENCONTRADO;25/01/2023
PICHINCHA;-0,04009180;-78,45492790;24;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/05/2023;ENCONTRADO;13/05/2023
PICHINCHA;-0,30860020;-78,56182650;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/05/2023;ENCONTRADO;17/05/2023
PICHINCHA;-0,21651500;-78,50218610;20;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;12/05/2023;ENCONTRADO;13/05/2023
PICHINCHA;-0,09362410;-78,50609730;46;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/01/2023;ENCONTRADO;25/01/2023
CHIMBORAZO;-1,66001774;-78,68156497;34;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/05/2023;ENCONTRADO;15/05/2023
PICHINCHA;-0,07953980;-78,44851140;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/02/2023;ENCONTRADO;15/03/2023
PICHINCHA;-0,32764400;-78,56735470;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/02/2023;ENCONTRADO;28/02/2023
COTOPAXI;-0,90607243;-78,70018485;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/02/2023;ENCONTRADO;15/03/2023
PICHINCHA;-0,26407900;-78,53525500;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/02/2023;ENCONTRADO;14/03/2023
AZUAY;-2,92674978;-79,05076146;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/02/2023;ENCONTRADO;16/03/2023
PICHINCHA;-0,12070970;-78,51141850;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/02/2023;ENCONTRADO;01/03/2023
CHIMBORAZO;-1,67271111;-78,65436266;10;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;10/05/2023;ENCONTRADO;11/05/2023
LOS RIOS;-1,04255471;-79,46272327;17;HOMBRE;SIN_DATO;SIN_DATO;10/05/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,91231652;-77,71695361;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/01/2023;ENCONTRADO;29/01/2023
LOS RIOS;-0,99238800;-79,47287000;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/02/2023;ENCONTRADO;15/03/2023
PICHINCHA;-0,26900440;-78,54018689;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/03/2023;ENCONTRADO;16/03/2023
ESMERALDAS;0,90253514;-79,68485017;22;HOMBRE;FALLECIDO;ASESINATO;03/03/2023;FALLECIDO;05/03/2023
MANABI;-0,35123859;-79,60800961;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/02/2023;ENCONTRADO;01/03/2023
IMBABURA;0,34185128;-78,16467047;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/02/2023;ENCONTRADO;01/03/2023
PICHINCHA;-0,24182030;-78,52775060;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;14/01/2023;ENCONTRADO;31/03/2023
PICHINCHA;-0,22074965;-78,51275396;80;HOMBRE;EXTRAVIADA;HOSPITALIZADO;07/02/2023;ENCONTRADO;08/02/2023
MANABI;-1,06458656;-80,44917558;19;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/01/2023;ENCONTRADO;01/02/2023
PICHINCHA;-0,25633216;-78,50794239;16;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;04/01/2023;ENCONTRADO;25/01/2023
CHIMBORAZO;-2,20658200;-79,13367060;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/01/2023;ENCONTRADO;18/04/2023
NAPO;-1,03486871;-77,66340494;25;HOMBRE;FALLECIDO;NO DETERMINADA;01/01/2023;FALLECIDO;03/01/2023
PICHINCHA;-0,10607590;-78,49248650;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/05/2023;ENCONTRADO;06/05/2023
PICHINCHA;-0,20444260;-78,48993790;16;MUJER;PROBLEMAS SOCIALES;DROGADICCION;10/02/2023;ENCONTRADO;09/03/2023
PICHINCHA;-0,13500230;-78,43824690;25;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;04/01/2023;ENCONTRADO;05/01/2023
PICHINCHA;-0,24374810;-78,52973740;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/01/2023;ENCONTRADO;03/02/2023
COTOPAXI;-0,94119490;-79,23160420;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/01/2023;ENCONTRADO;03/02/2023
AZUAY;-2,88702180;-78,96417630;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/01/2023;ENCONTRADO;05/02/2023
AZUAY;-2,91418544;-79,00084692;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/01/2023;ENCONTRADO;05/02/2023
AZUAY;-2,91418544;-79,00084692;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/01/2023;ENCONTRADO;05/02/2023
SANTA ELENA;-2,31275970;-80,70610553;26;HOMBRE;FALLECIDO;ASESINATO;13/02/2023;FALLECIDO;16/02/2023
COTOPAXI;-1,03458907;-78,48614605;49;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/03/2023;ENCONTRADO;17/03/2023
CHIMBORAZO;-1,60717790;-78,63103950;28;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;06/03/2023;ENCONTRADO;17/03/2023
MANABI;-0,99635824;-80,73672295;69;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;15/03/2023;ENCONTRADO;17/03/2023
PICHINCHA;-0,15732745;-78,48442912;29;HOMBRE;EXTRAVIADA;DETENIDO;15/03/2023;ENCONTRADO;17/03/2023
GUAYAS;-2,09887230;-79,95424380;19;HOMBRE;FALLECIDO;ASESINATO;29/04/2023;FALLECIDO;15/05/2023
PICHINCHA;-0,28562110;-78,56504310;10;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;05/05/2023;ENCONTRADO;06/05/2023
PICHINCHA;-0,24411000;-78,51638940;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/04/2023;ENCONTRADO;05/05/2023
PICHINCHA;-0,25731420;-78,52632520;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;18/03/2023;ENCONTRADO;11/05/2023
PICHINCHA;-0,23294620;-78,50851641;40;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/03/2023;ENCONTRADO;17/03/2023
PICHINCHA;-0,21917475;-78,51289804;31;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;17/04/2023;ENCONTRADO;18/04/2023
PICHINCHA;-0,13500230;-78,43824690;7;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;04/01/2023;ENCONTRADO;05/01/2023
LOJA;-4,00293028;-79,21007902;5;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;01/03/2023
PICHINCHA;-0,14965699;-78,50617528;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/03/2023;ENCONTRADO;17/03/2023
CHIMBORAZO;-1,93725040;-78,71407980;44;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/03/2023;ENCONTRADO;17/03/2023
TUNGURAHUA;-1,27041730;-78,62643120;28;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;15/03/2023;ENCONTRADO;17/03/2023
IMBABURA;0,19462440;-78,09207190;60;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;10/03/2023;ENCONTRADO;17/03/2023
PICHINCHA;-0,09530940;-78,48292059;58;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/01/2023;ENCONTRADO;07/01/2023
GUAYAS;-2,22141320;-79,91629590;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/02/2023;ENCONTRADO;18/04/2023
PICHINCHA;-0,18249038;-78,38748153;81;HOMBRE;FALLECIDO;NO DETERMINADA;06/01/2023;FALLECIDO;09/01/2023
NAPO;-0,99881192;-77,80535980;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/01/2023;ENCONTRADO;08/01/2023
PICHINCHA;-0,24295610;-78,49729060;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/01/2023;ENCONTRADO;12/01/2023
PICHINCHA;0,04253510;-78,14588040;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/01/2023;ENCONTRADO;18/01/2023
LOJA;-4,00293028;-79,21007902;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;01/03/2023
CAÑAR;-2,43107356;-79,33793480;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/01/2023;ENCONTRADO;13/01/2023
PICHINCHA;-0,22206410;-78,31508770;18;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/01/2023;ENCONTRADO;10/01/2023
MANABI;-0,30800382;-79,58775356;22;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/02/2023;ENCONTRADO;18/04/2023
MANABI;-1,55224200;-80,42708850;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/01/2023;ENCONTRADO;12/01/2023
LOJA;-4,03282312;-79,20254698;55;HOMBRE;FALLECIDO;NO DETERMINADA;07/01/2023;FALLECIDO;09/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,43066780;-79,27228263;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/01/2023;ENCONTRADO;16/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24730585;-79,18362714;27;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/01/2023;ENCONTRADO;15/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,18112170;-79,24459130;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/01/2023;ENCONTRADO;12/02/2023
PICHINCHA;-0,31598586;-78,46595852;20;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;15/01/2023;ENCONTRADO;17/01/2023
NAPO;-1,18959302;-77,87216496;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/03/2023;ENCONTRADO;18/03/2023
GUAYAS;-2,18726090;-79,89809950;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/05/2023;ENCONTRADO;15/05/2023
COTOPAXI;-0,93914200;-78,61016400;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/05/2023;ENCONTRADO;07/05/2023
PICHINCHA;-0,04134760;-78,45547450;40;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/05/2023;ENCONTRADO;14/05/2023
LOJA;-3,98673430;-79,35768230;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/05/2023;ENCONTRADO;13/05/2023
IMBABURA;0,23258226;-78,26008735;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/03/2023;ENCONTRADO;18/03/2023
PICHINCHA;-0,28550518;-78,56588111;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/02/2023;ENCONTRADO;10/03/2023
ORELLANA;-0,30122487;-76,85641116;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/01/2023;ENCONTRADO;19/01/2023
IMBABURA;0,22515547;-78,26107723;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;06/05/2023;ENCONTRADO;08/05/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26194080;-79,21056560;3;MUJER;SIN_DATO;SIN_DATO;06/04/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,08018010;-78,98353678;49;HOMBRE;SIN_DATO;SIN_DATO;14/04/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13611315;-79,94605646;15;MUJER;SIN_DATO;SIN_DATO;02/01/2023;DESAPARECIDO;SIN_DATO
ZAMORA CHINCHIPE;-4,06748583;-78,95275354;17;HOMBRE;SIN_DATO;SIN_DATO;22/05/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,75073402;-78,84819369;27;MUJER;SIN_DATO;SIN_DATO;26/02/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,56068095;-79,75473404;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/02/2023;ENCONTRADO;15/02/2023
ZAMORA CHINCHIPE;-3,62980764;-78,63266955;31;MUJER;SIN_DATO;SIN_DATO;14/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,27976770;-78,51496910;37;HOMBRE;FALLECIDO;NO DETERMINADA;25/02/2023;FALLECIDO;28/02/2023
MANABI;-0,37672631;-80,17881464;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/02/2023;ENCONTRADO;28/02/2023
MANABI;-0,37672631;-80,17881464;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/02/2023;ENCONTRADO;28/02/2023
LOS RIOS;-1,44546059;-79,46475983;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/01/2023;ENCONTRADO;01/02/2023
MANABI;-0,37672631;-80,17881464;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/02/2023;ENCONTRADO;28/02/2023
ORELLANA;-0,33333300;-77,00000000;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/02/2023;ENCONTRADO;01/03/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24494902;-79,13784258;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/02/2023;ENCONTRADO;06/02/2023
LOJA;-3,98659640;-79,20339546;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;28/02/2023
GUAYAS;-2,19644040;-79,90561660;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2023;ENCONTRADO;15/04/2023
GUAYAS;-2,24860630;-79,92195732;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/05/2023;ENCONTRADO;16/05/2023
AZUAY;-2,89487320;-78,98381440;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2023;ENCONTRADO;29/05/2023
PICHINCHA;-0,26863670;-78,54008340;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/05/2023;ENCONTRADO;13/06/2023
AZUAY;-2,89487320;-78,98381440;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2023;ENCONTRADO;29/05/2023
GUAYAS;-2,02526660;-79,94430240;46;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;17/03/2023;ENCONTRADO;18/03/2023
COTOPAXI;-1,04558505;-78,59021008;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/03/2023;ENCONTRADO;18/03/2023
PICHINCHA;-0,15560200;-78,37284560;71;HOMBRE;FALLECIDO;NO DETERMINADA;04/01/2023;FALLECIDO;12/06/2023
PICHINCHA;-0,16722193;-78,31889755;47;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;17/02/2023;ENCONTRADO;18/02/2023
PICHINCHA;-0,19739710;-78,50619150;31;HOMBRE;FALLECIDO;NO DETERMINADA;15/02/2023;FALLECIDO;27/02/2023
GUAYAS;-2,15207780;-79,58123350;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/02/2023;ENCONTRADO;01/03/2023
